"collection_title","article_id","title","conference_id","Author","Year","hdl","doi"
"22, 1996 (New Delhi, India)","9588617","Rapid assessment of emergency water sources","22","Sarah House, Bob Reed",2018,"https://hdl.handle.net/2134/30607",""
"22, 1996 (New Delhi, India)","9588920","Occurence of salinity in Gujurat","22","J.M. Barot",2018,"https://hdl.handle.net/2134/30605",""
"22, 1996 (New Delhi, India)","9588863","From confrontation to cooperation","22","Daniel Schotanus, Binyam Yoseph",2018,"https://hdl.handle.net/2134/30563",""
"22, 1996 (New Delhi, India)","9588896","Borewell rejuvenation for sustainability","22","Vishwas Joshi",2018,"https://hdl.handle.net/2134/30555",""
"22, 1996 (New Delhi, India)","9588821","Low cost water treatment plants [Discussion paper]","22","N.P. Govindankutty, M.N. Rajeevan",2018,"https://hdl.handle.net/2134/30549",""
"22, 1996 (New Delhi, India)","9588668","Irrigation project evaluation, Takeo, Cambodia","22","Ian K. Smout",2018,"https://hdl.handle.net/2134/30530",""
"22, 1996 (New Delhi, India)","9588869","Learning from half a century [Discussion paper]","22","Peter Lochery",2018,"https://hdl.handle.net/2134/30519",""
"22, 1996 (New Delhi, India)","9588749","Community management and socialising engineers","22","Vijaya L. Shrestha, Dinesh C. Pyakural",2018,"https://hdl.handle.net/2134/30492",""
"22, 1996 (New Delhi, India)","9588593","Rainwater harvesting and empowerment of women","22","Renu Gera",2018,"https://hdl.handle.net/2134/30474",""
"22, 1996 (New Delhi, India)","9588971","Sanitation for the urban poor","22","Darren Saywell",2018,"https://hdl.handle.net/2134/30461",""
"22, 1996 (New Delhi, India)","9588695","Waste water treatment systems","22","Aruna A. Telang",2018,"https://hdl.handle.net/2134/30377",""
"22, 1996 (New Delhi, India)","9588773","Safeguarding groundwater from arseniferous aquifers","22","Prosun Bhattacharya, D. Chatterjee, G. Jacks",2018,"https://hdl.handle.net/2134/30382",""
"22, 1996 (New Delhi, India)","9588788","Solid waste management in Punjab [Discussion paper]","22","Satnam S. Ladhar",2018,"https://hdl.handle.net/2134/30384",""
"22, 1996 (New Delhi, India)","9588632","Empowerment of women for sustainable development","22","Jayanta Ray",2018,"https://hdl.handle.net/2134/30375",""
"22, 1996 (New Delhi, India)","9588716","Integrated sanitation project in Midnapore","22","K.S. Ramasubban, B.B. Samanta",2018,"https://hdl.handle.net/2134/30347",""
"22, 1996 (New Delhi, India)","9588662","Engineering the unreached: South Africa [Discussion paper]","22","Kevin Wall, Lenyalo Motsei",2018,"https://hdl.handle.net/2134/30340",""
"22, 1996 (New Delhi, India)","9588671","Role of government, NGOs and private bodies","22","A.N. Alawni",2018,"https://hdl.handle.net/2134/30321",""
"22, 1996 (New Delhi, India)","9588725","A new communication strategy","22","Jagmeet Uppal",2018,"https://hdl.handle.net/2134/30318",""
"22, 1996 (New Delhi, India)","9588815","Reinforced blockwork water storage tanks","22","Laurent M. Shirima",2018,"https://hdl.handle.net/2134/30312",""
"22, 1996 (New Delhi, India)","9588872","Safe drinking water in Punjab - challenges","22","N.S. Tiwana, K.P. Singh",2018,"https://hdl.handle.net/2134/30285",""
"22, 1996 (New Delhi, India)","9588800","Sanitation upgrading: an approach","22","P.K. Bhattacharya, Shamsul Huda",2018,"https://hdl.handle.net/2134/30251",""
"22, 1996 (New Delhi, India)","9588884","NGOs role in sanitation sector","22","Bindeshwar Pathak",2018,"https://hdl.handle.net/2134/30235",""
"22, 1996 (New Delhi, India)","9588728","New approaches to community management","22","Leonard T. Anafu",2018,"https://hdl.handle.net/2134/30213",""
"22, 1996 (New Delhi, India)","9588692","Natural fabrics in slow sand filtration","22","Paul Luxton, Nigel Graham",2018,"https://hdl.handle.net/2134/30201",""
"22, 1996 (New Delhi, India)","9588803","Pricing of water - mechanisms and policy","22","Rakesh Mehrotral, Naresh Kumar",2018,"https://hdl.handle.net/2134/30190",""
"22, 1996 (New Delhi, India)","9588812","Industrial estates siting study","22","S. Bhuvendralingam",2018,"https://hdl.handle.net/2134/30176",""
"22, 1996 (New Delhi, India)","9588677","Organizational learning - aiming the unreached","22","Prakriti K. Chakroborty",2018,"https://hdl.handle.net/2134/30149",""
"22, 1996 (New Delhi, India)","9588833","Hygiene education in Cambodian primary schools","22","Gillian Peabody, I.M. Mavuth",2018,"https://hdl.handle.net/2134/30115",""
"22, 1996 (New Delhi, India)","9588839","Operation and maintenance: women, what role?","22","Betty Yankson, Nii Odai Laryea, F. Mawuena Dotse",2018,"https://hdl.handle.net/2134/30118",""
"22, 1996 (New Delhi, India)","9588950","Integrated environmental management","22","Percival R. Thomas",2018,"https://hdl.handle.net/2134/30094",""
"22, 1996 (New Delhi, India)","9588965","High rate sedimentation in waste treatment","22","Evens Emmanuel",2018,"https://hdl.handle.net/2134/30090",""
"22, 1996 (New Delhi, India)","9588641","Water pollution: an emerging challenge","22","S.S. Raghuwanshi",2018,"https://hdl.handle.net/2134/30065",""
"22, 1996 (New Delhi, India)","9588731","Trenchless technology in India (no-dig method)","22","D.K. Gunjal",2018,"https://hdl.handle.net/2134/30044",""
"22, 1996 (New Delhi, India)","9588782","Handpump standardisation","22","Brian H. Skinner",2018,"https://hdl.handle.net/2134/30053",""
"22, 1996 (New Delhi, India)","9588845","Alternative sewage treatment gives fuel and manure","22","Shyamala Krishna",2018,"https://hdl.handle.net/2134/30039",""
"22, 1996 (New Delhi, India)","9588614","Computer-aided design for rural water supply","22","B.G. Sangameshwara, T.P. Halappa Gowda, Ashok Rao",2018,"https://hdl.handle.net/2134/30017",""
"22, 1996 (New Delhi, India)","9588623","Leakage detection study in Tamil Nadu","22","Andrew Smith, Andrew Wedgner, Lloyd Martin",2018,"https://hdl.handle.net/2134/29993",""
"22, 1996 (New Delhi, India)","9588740","Seawater for non-potable uses","22","Michael D. Smith, R.M. Stear, Jeremy Parr",2018,"https://hdl.handle.net/2134/29979",""
"22, 1996 (New Delhi, India)","9588746","Water under fire","22","Alp Ozerdem",2018,"https://hdl.handle.net/2134/29978",""
"22, 1996 (New Delhi, India)","9588914","Reuse of spent pickling liquor","22","T.K. Bansal, R.K. Bansal",2018,"https://hdl.handle.net/2134/29984",""
"22, 1996 (New Delhi, India)","9588608","WATSAN: status of O&M in urban areas","22","D.M. Mohan",2018,"https://hdl.handle.net/2134/29974",""
"22, 1996 (New Delhi, India)","9588734","Ergonomics and human water carrying","22","Ben Page",2018,"https://hdl.handle.net/2134/29962",""
"22, 1996 (New Delhi, India)","9588764","Sustainability through training","22","Jim A. Baldwin, Sudhir N. Bhatnagar",2018,"https://hdl.handle.net/2134/29972",""
"22, 1996 (New Delhi, India)","9588926","Financing options for water supply","22","Usha P. Raghupathi",2018,"https://hdl.handle.net/2134/29961",""
"22, 1996 (New Delhi, India)","9588797","Development of collector well gardens","22","Charles Batchelor, Chris Lovell, John Chilton, Isiah Mharapara",2018,"https://hdl.handle.net/2134/29944",""
"22, 1996 (New Delhi, India)","9588866","Institutional financing of WATSAN","22","K. Subramaniam, P.S. Rana",2018,"https://hdl.handle.net/2134/29951",""
"22, 1996 (New Delhi, India)","9588956","Coordination: coverage catalyst in Swaziland","22","Ola Busari, Stephen Dlamini, M. Mayisela",2018,"https://hdl.handle.net/2134/29943",""
"22, 1996 (New Delhi, India)","9588596","A study on biogas technology in Bangladesh","22","M. Habibur Rahman, M.A. Mottalib, M.H. Bhuiyan",2018,"https://hdl.handle.net/2134/29919",""
"22, 1996 (New Delhi, India)","9588917","A study of community drinking water systems","22","Indra Rai",2018,"https://hdl.handle.net/2134/29918",""
"22, 1996 (New Delhi, India)","9588905","R&D institutions and water resources management","22","Subhra Chakravarty, Rekha Sharma",2018,"https://hdl.handle.net/2134/29891",""
"22, 1996 (New Delhi, India)","9588767","Government-NGO co-operation in service delivery support","22","Ilse Wilson, Mike Makhura, Piers Cross",2018,"https://hdl.handle.net/2134/29780",""
"22, 1996 (New Delhi, India)","9588785","Social mobilization for sanitation","22","Bilqis A. Hoque, Nahid Amin",2018,"https://hdl.handle.net/2134/29784",""
"22, 1996 (New Delhi, India)","9588851","Coastal water supply in Bangladesh","22","M. Feroze Ahmed",2018,"https://hdl.handle.net/2134/29745",""
"22, 1996 (New Delhi, India)","9588908","Improving urban sanitation services in Lucknow","22","Mark Harvey",2018,"https://hdl.handle.net/2134/29746",""
"22, 1996 (New Delhi, India)","9588659","Sustaining infrastructure through enterprise","22","D.W.J. Miles",2018,"https://hdl.handle.net/2134/29715",""
"22, 1996 (New Delhi, India)","9588704","Domestic desalination of water [Discussion paper]","22","Felix Ryan",2018,"https://hdl.handle.net/2134/29697",""
"22, 1996 (New Delhi, India)","9588857","System development for future sustainability","22","M.A.M.S.L. Attanayake, D.S.D. Jayasiriwardana",2018,"https://hdl.handle.net/2134/29658",""
"22, 1996 (New Delhi, India)","9588698","Artificial recharge to sustain drying tubewells","22","Alak K. Jain",2018,"https://hdl.handle.net/2134/29620",""
"22, 1996 (New Delhi, India)","9588794","STED systems in South Africa","22","L.M. Austin",2018,"https://hdl.handle.net/2134/29604",""
"22, 1996 (New Delhi, India)","9588650","Sustainable financing of WATSAN","22","Ashok Nigam",2018,"https://hdl.handle.net/2134/29588",""
"22, 1996 (New Delhi, India)","9588602","Sanitation needs of the urban poor in Lucknow","22","Andrea E. Cook, Ashim Chowla, Deepa Joshi",2018,"https://hdl.handle.net/2134/29506",""
"22, 1996 (New Delhi, India)","9588629","Treated sewage effluent for agriculture","22","Cyril H. Ratnam",2018,"https://hdl.handle.net/2134/29481",""
"22, 1996 (New Delhi, India)","9588605","Pollution travel from leach pits","22","Chandan Sengupta",2018,"https://hdl.handle.net/2134/29469",""
"22, 1996 (New Delhi, India)","9588674","A VLOM framework for Cambodia","22","Jeremy Ockelford, Jan-Willem Rosenboom, Bent Kjellerup",2018,"https://hdl.handle.net/2134/29464",""
"22, 1996 (New Delhi, India)","9588791","Activated carbon from Moringa husks and pods","22","G. McConnachie, A.M. Warhurst, Simon J. Pollard, Victor Chipofya",2018,"https://hdl.handle.net/2134/29422",""
"22, 1996 (New Delhi, India)","9588830","Equitable user rates for sustainability [Discussion paper]","22","K. Pushpangadan, G. Murugan",2018,"https://hdl.handle.net/2134/29383",""
"22, 1996 (New Delhi, India)","9588848","The role of local women's NGOs","22","Karen Stoufer, Ron Stoufer",2018,"https://hdl.handle.net/2134/29384",""
"22, 1996 (New Delhi, India)","9588929","Self-help incremental sanitary approach","22","Santanu Lahiri",2018,"https://hdl.handle.net/2134/29377",""
"22, 1996 (New Delhi, India)","9588665","Indigenous knowledge of water management","22","Lyes Ferroukhi, Srinivas Chokkakula",2018,"https://hdl.handle.net/2134/29358",""
"22, 1996 (New Delhi, India)","9588836","Scaling up rural water and sanitation projects","22","Robert Arthur Boydell",2018,"https://hdl.handle.net/2134/29348",""
"22, 1996 (New Delhi, India)","9588842","Water systems and organohalide contaminants [Discussion paper]","22","N.P. Thacker, M.V. Vaidya, M. Sipani, P. Kaur, A. Rudra",2018,"https://hdl.handle.net/2134/29329",""
"22, 1996 (New Delhi, India)","9588959","Training evaluation - a qualitative approach","22","B.G. Sangameshwara, Ashok Rao, P. Raghavan",2018,"https://hdl.handle.net/2134/29301",""
"22, 1996 (New Delhi, India)","9588818","Urban waste management privatisation [Discussion paper]","22","M S Bhatia, P.T. Gurnani",2018,"https://hdl.handle.net/2134/29252",""
"22, 1996 (New Delhi, India)","9588890","Water harvesting in coastal areas","22","K.C.B. Raju, Lyes Ferroukhi",2018,"https://hdl.handle.net/2134/29227",""
"22, 1996 (New Delhi, India)","9588911","Intensive sanitation project, Kamrup: an experience","22","B.P. Sarma, Biren Bhattacharyye",2018,"https://hdl.handle.net/2134/29238",""
"22, 1996 (New Delhi, India)","9588824","Defluoridation using the Nalgonda technique in Tanzania","22","Eli Dahi, Felix Mtalo, Balthazar Njau, Henrik Bregnhj",2018,"https://hdl.handle.net/2134/29142",""
"22, 1996 (New Delhi, India)","9588647","Affordable sanitation for rural India","22","Bjorn Brandberg",2018,"https://hdl.handle.net/2134/29074",""
"22, 1996 (New Delhi, India)","9588938","Watsan delivery - private sector involvement","22","Francis K. Awindaogo, R.D. Boye Bandie",2018,"https://hdl.handle.net/2134/29029",""
"22, 1996 (New Delhi, India)","9588611","Development and protection of remote springs [Discussion paper]","22","Wouter J. Fellinga",2018,"https://hdl.handle.net/2134/29011",""
"22, 1996 (New Delhi, India)","9588827","Treatment of wastewater from animal glue manufacturing","22","K. Karthikeyan, K. Gopalakrishna",2018,"https://hdl.handle.net/2134/29012",""
"22, 1996 (New Delhi, India)","9588656","Challenges in Indian mega cities [Discussion paper]","22","S.R. Shukla, V.B. Ramaprasad",2018,"https://hdl.handle.net/2134/28976",""
"22, 1996 (New Delhi, India)","9588743","Optimization of slow sand filtration","22","Nur Muhammad, Ken V. Ellis, Jeremy Parr, Michael D. Smith",2018,"https://hdl.handle.net/2134/28982",""
"22, 1996 (New Delhi, India)","9588761","The people's choice: community management of RWS","22","Richard W. Pollard",2018,"https://hdl.handle.net/2134/28965",""
"22, 1996 (New Delhi, India)","9588713","Networking in the WS&S sector","22","Darren Saywell",2018,"https://hdl.handle.net/2134/28896",""
"22, 1996 (New Delhi, India)","9588875","Poverty alleviation: a way forward?","22","W.K. Kennedy",2018,"https://hdl.handle.net/2134/28874",""
"22, 1996 (New Delhi, India)","9588686","Status of drinking water in the mega city Delhi","22","A.K. Susheela, Madhu Bhatnagar, Arbind Kumar",2018,"https://hdl.handle.net/2134/28852",""
"22, 1996 (New Delhi, India)","9588683","Sensitivity analysis of the seawater greenhouse","22","A. Raoueche, B.J. Bailey, B. Stenning",2018,"https://hdl.handle.net/2134/28835",""
"22, 1996 (New Delhi, India)","9588932","Paperwork or people?","22","Liz Juppenlatz",2018,"https://hdl.handle.net/2134/28842",""
"22, 1996 (New Delhi, India)","9588701","Step-wise approach to rural schemes","22","Tom Armstrong",2018,"https://hdl.handle.net/2134/28791",""
"22, 1996 (New Delhi, India)","9588620","Tools to promote financial sustainability","22","Rolfe Eberhard",2018,"https://hdl.handle.net/2134/28778",""
"22, 1996 (New Delhi, India)","9588809","Electrolytic treatment of turbid water in package plant","22","A.B. Paul",2018,"https://hdl.handle.net/2134/28728",""
"22, 1996 (New Delhi, India)","9588635","Contact precipitation for defluoridation of water [Discussion paper]","22","Eli Dahi",2018,"https://hdl.handle.net/2134/28723",""
"22, 1996 (New Delhi, India)","9588902","Empowering people for water resources management","22","Surendra K. Jain",2018,"https://hdl.handle.net/2134/28716",""
"22, 1996 (New Delhi, India)","9588947","Priorities, challenges and strategies: a feminine perspective","22","Mary Elmendorf",2018,"https://hdl.handle.net/2134/28685",""
"22, 1996 (New Delhi, India)","9588974","Rain water harvesting [Discussion paper]","22","Medha J. Dixit, Subhash M. Patil",2018,"https://hdl.handle.net/2134/28663",""
"22, 1996 (New Delhi, India)","9588944","Community-based approaches - the mythology [Discussion paper]","22","Z. Phiri",2018,"https://hdl.handle.net/2134/28647",""
"22, 1996 (New Delhi, India)","9588770","Institutional incentives and urban sanitation","22","Barbara Evans",2018,"https://hdl.handle.net/2134/28617",""
"22, 1996 (New Delhi, India)","9588893","Rural water supply experience in Bhutan","22","Dorji Choden",2018,"https://hdl.handle.net/2134/28591",""
"22, 1996 (New Delhi, India)","9588779","Pre-treatment of agro-industrial wastewaters [Discussion paper]","22","I.E. Alexiou, A.M. Kamilaki",2018,"https://hdl.handle.net/2134/28567",""
"22, 1996 (New Delhi, India)","9588752","Community water supply in Volta Region","22","Safuratu M. Andani",2018,"https://hdl.handle.net/2134/28551",""
"22, 1996 (New Delhi, India)","9588881","Services for rural health buildings [Discussion paper]","22","Bijoy C. Tripathy",2018,"https://hdl.handle.net/2134/28543",""
"22, 1996 (New Delhi, India)","9588719","Resource management for water supply","22","K. Padmaja",2018,"https://hdl.handle.net/2134/28525",""
"22, 1996 (New Delhi, India)","9588962","Water engineers and community management","22","Kevin Sansom",2018,"https://hdl.handle.net/2134/28495",""
"23, 1997 (Durban, South Africa)","9589796","Women and water supply - a partnership","23","Nancy Cosway, Margaret Issaka",2018,"https://hdl.handle.net/2134/31768",""
"23, 1997 (Durban, South Africa)","9589778","New challenges and innovative partnerships","23","Andrew Chalinder, Tlamelo M. Kedikilwe",2018,"https://hdl.handle.net/2134/31750",""
"23, 1997 (Durban, South Africa)","9589802","Accepted water resource management practices","23","C. Chibi, K. Jeenes, Audrey Lubisi, D. Nyati",2018,"https://hdl.handle.net/2134/31745",""
"23, 1997 (Durban, South Africa)","9589871","Water and sanitation issues of Bangladesh","23","Md. Mujibur Rahman",2018,"https://hdl.handle.net/2134/31751",""
"23, 1997 (Durban, South Africa)","9589940","Innovations in solar water treatment","23","Robert H. Reed",2018,"https://hdl.handle.net/2134/31747",""
"23, 1997 (Durban, South Africa)","9589961","Decreasing freshwater demand: dual supplies","23","R.M. Stear, Jeremy Parr, Michael D. Smith",2018,"https://hdl.handle.net/2134/31746",""
"23, 1997 (Durban, South Africa)","9589946","Sanitation, hygienic attitude and poverty","23","Hening Darpito",2018,"https://hdl.handle.net/2134/31713",""
"23, 1997 (Durban, South Africa)","9590168","Return of refugees - emergency or development","23","Toby Gould",2018,"https://hdl.handle.net/2134/31719",""
"23, 1997 (Durban, South Africa)","9590033","Household demand for improved sanitation","23","Joseph B. Allan",2018,"https://hdl.handle.net/2134/31692",""
"23, 1997 (Durban, South Africa)","9589976","Impact of water hyacinth on Lake Victoria","23","K.S. Makhanu",2018,"https://hdl.handle.net/2134/31677",""
"23, 1997 (Durban, South Africa)","9589862","Tons of excreta and ways to treat them","23","U. Heinss, Martin Strauss, Seth A. Larmie",2018,"https://hdl.handle.net/2134/31659",""
"23, 1997 (Durban, South Africa)","9590429","Occupational health impact of plastic recycling","23","Esha Shah",2018,"https://hdl.handle.net/2134/31632",""
"23, 1997 (Durban, South Africa)","9590096","Spring protection in Southern KwaZulu Natal","23","Antony Lenehan, J. [James] Martin",2018,"https://hdl.handle.net/2134/31624",""
"23, 1997 (Durban, South Africa)","9590291","Emergency water supplies for transient populations","23","Paul A. Larcher",2018,"https://hdl.handle.net/2134/31621",""
"23, 1997 (Durban, South Africa)","9589985","Commercializing local government water departments","23","N.A. MacDougall, F.N. Mwaura",2018,"https://hdl.handle.net/2134/30733",""
"23, 1997 (Durban, South Africa)","9590186","Gender in rural water projects","23","Ntombentle Zungula",2018,"https://hdl.handle.net/2134/30732",""
"23, 1997 (Durban, South Africa)","9589787","Odour testing using moringa carbon","23","Victor Chipofya, G. McConnachie, A.M. Warhurst, E. Patey, H. Ridgeon",2018,"https://hdl.handle.net/2134/30717",""
"23, 1997 (Durban, South Africa)","9589904","Performance aspects of a seawater greenhouse","23","A. Raoueche, B.J. Bailey",2018,"https://hdl.handle.net/2134/30712",""
"23, 1997 (Durban, South Africa)","9590387","Estimating willingness to pay for WATSAN","23","Devyani Mani, Takashi Onishi, Tetsuo Kidokoro",2018,"https://hdl.handle.net/2134/30691",""
"23, 1997 (Durban, South Africa)","9589979","Formal and informal swm in Hyderabad (India)","23","Marielle Snel",2018,"https://hdl.handle.net/2134/30616",""
"23, 1997 (Durban, South Africa)","9589808","Water from sand-rivers","23","Erik Nissen-Petersen",2018,"https://hdl.handle.net/2134/30586",""
"23, 1997 (Durban, South Africa)","9590162","Landfill leachate treatment using copas","23","Fadil H. Othman, Mohd R. Salim, Rahmalan Ahmad",2018,"https://hdl.handle.net/2134/30592",""
"23, 1997 (Durban, South Africa)","9589982","Rehabilitation of alternative water supply systems","23","P.G. Nembrini, M. Serafino, P.Y. Monnard, R.G. Conti",2018,"https://hdl.handle.net/2134/30576",""
"23, 1997 (Durban, South Africa)","9590165","Goals, roles and innovations in India","23","Rupert Talbot",2018,"https://hdl.handle.net/2134/30559",""
"23, 1997 (Durban, South Africa)","9590231","Reconstruction in Sierra Leone","23","Claire Emberson",2018,"https://hdl.handle.net/2134/30537",""
"23, 1997 (Durban, South Africa)","9590012","Contributions to sanitation in KwaZulu/Natal","23","Edward D. Breslin, Carlos Madrid, Anderson Mkhize",2018,"https://hdl.handle.net/2134/30509",""
"23, 1997 (Durban, South Africa)","9590000","Message design for hygiene education","23","Solomon Panford",2018,"https://hdl.handle.net/2134/30408",""
"23, 1997 (Durban, South Africa)","9590120","WATSAN projects: NGO's experience in Ethiopia","23","Getachew Alem",2018,"https://hdl.handle.net/2134/30372",""
"23, 1997 (Durban, South Africa)","9590345","Balancing delivery and participation","23","Lesley Steele",2018,"https://hdl.handle.net/2134/30324",""
"23, 1997 (Durban, South Africa)","9590372","New and unconventional cost recovery techniques","23","Derek G. Hazelton",2018,"https://hdl.handle.net/2134/30317",""
"23, 1997 (Durban, South Africa)","9589856","Rejuvenation of SSF using HRF technique","23","C.V. Deshpande, H.K. Hingorani",2018,"https://hdl.handle.net/2134/30294",""
"23, 1997 (Durban, South Africa)","9589925","Bacteriological water testing by H2S method","23","J. Pillai, R. Gibbs, Kuruvilla Mathew, Goen Ho",2018,"https://hdl.handle.net/2134/30297",""
"23, 1997 (Durban, South Africa)","9590036","Rural water supply in Asunafo District","23","Fati Mumuni",2018,"https://hdl.handle.net/2134/30260",""
"23, 1997 (Durban, South Africa)","9589919","Community participation/community-driven","23","Anton Simanowitz",2018,"https://hdl.handle.net/2134/30246",""
"23, 1997 (Durban, South Africa)","9589994","The question of sustainability","23","Louiza C. Duncker",2018,"https://hdl.handle.net/2134/30211",""
"23, 1997 (Durban, South Africa)","9590018","Environmental flow requirements: A social dimension","23","Sharon Pollard, Anton Simanowitz",2018,"https://hdl.handle.net/2134/30195",""
"23, 1997 (Durban, South Africa)","9589889","Geohydrological approach for intergrated planning","23","S.J. Marais",2018,"https://hdl.handle.net/2134/30160",""
"23, 1997 (Durban, South Africa)","9589922","Cost effective designs for rural water schemes","23","A.P. Vosloo, A.M.M. Ngwabi",2018,"https://hdl.handle.net/2134/30158",""
"23, 1997 (Durban, South Africa)","9589781","Failure of conjunctive water use","23","Robert R. Bannerman",2018,"https://hdl.handle.net/2134/30135",""
"23, 1997 (Durban, South Africa)","9590009","Women managing the water supply project","23","Lindi Ngcobo, N.V. Sikhakhane",2018,"https://hdl.handle.net/2134/30109",""
"23, 1997 (Durban, South Africa)","9590432","Integrated rural development: Women involvement","23","Bilkisu O. Odekina",2018,"https://hdl.handle.net/2134/30067",""
"23, 1997 (Durban, South Africa)","9589973","Sand abstraction systems","23","M.J. Clanahan",2018,"https://hdl.handle.net/2134/30037",""
"23, 1997 (Durban, South Africa)","9590459","Small scale unit for groundwater treatment","23","G.S. Mackintosh, J. Engel, H. De Villiers",2018,"https://hdl.handle.net/2134/29970",""
"23, 1997 (Durban, South Africa)","9589793","Cooperative management of RWSS in Haiti","23","Evens Emmanuel, Claude Beauboeuf",2018,"https://hdl.handle.net/2134/29903",""
"23, 1997 (Durban, South Africa)","9589799","Community-based O&M challenges","23","Festus K. Kwadzokpo",2018,"https://hdl.handle.net/2134/29908",""
"23, 1997 (Durban, South Africa)","9589913","Educational tools for infrastructural development","23","V. Jansen, A. Austin",2018,"https://hdl.handle.net/2134/29883",""
"23, 1997 (Durban, South Africa)","9590309","Field-testing UV disinfection of drinking water","23","Ashok Gadgil, Anushka Drescher, David Greene, Peter Miller, Cynthia Motau, Frank Stevens",2018,"https://hdl.handle.net/2134/29889",""
"23, 1997 (Durban, South Africa)","9590252","Sewerage maintenance management in Ghana","23","Lukman Y. Salifu",2018,"https://hdl.handle.net/2134/29871",""
"23, 1997 (Durban, South Africa)","9590156","Potentials of roughing filtration in Zambia","23","Hielke Wolters, Godfrey Mwiinga",2018,"https://hdl.handle.net/2134/29853",""
"23, 1997 (Durban, South Africa)","9589937","Innovative low cost activated sludge process","23","P.N. Ravindra",2018,"https://hdl.handle.net/2134/29814",""
"23, 1997 (Durban, South Africa)","9589880","Partnerships with partner organizations in Ghana","23","Kwame Frempah-Yeboah",2018,"https://hdl.handle.net/2134/29787",""
"23, 1997 (Durban, South Africa)","9590027","Hospital waste in Hanoi","23","Sy Dang Thi, Michael R. Digrigorio, Binh Nguyen Thanh",2018,"https://hdl.handle.net/2134/29754",""
"23, 1997 (Durban, South Africa)","9589838","Community involvement in local area maintenance","23","Warren Smit, Norah Walker",2018,"https://hdl.handle.net/2134/29725",""
"23, 1997 (Durban, South Africa)","9590174","Community involvement - Ga-Motlatla village","23","Seetella N. Makhetha",2018,"https://hdl.handle.net/2134/29732",""
"23, 1997 (Durban, South Africa)","9589898","Shallow aquifer water quality risks","23","Celia Kirby",2018,"https://hdl.handle.net/2134/29709",""
"23, 1997 (Durban, South Africa)","9590489","Private sector participation in WATSAN services","23","Kevin Sansom, Richard Franceys",2018,"https://hdl.handle.net/2134/29666",""
"23, 1997 (Durban, South Africa)","9589820","Hermanus water conservation programme","23","J.A. Van der Linde",2018,"https://hdl.handle.net/2134/29650",""
"23, 1997 (Durban, South Africa)","9589868","Partnership in integrated environmental health","23","Ben Fawcett",2018,"https://hdl.handle.net/2134/29609",""
"23, 1997 (Durban, South Africa)","9590147","A new strategy for waterborne disease prevention","23","Robert E. Quick, Eric D. Mintz, Jeremy Sobel, Paul S. Mead, Fred M. Reiff, Robert V. Tauxe",2018,"https://hdl.handle.net/2134/29611",""
"23, 1997 (Durban, South Africa)","9589754","Public NGO partnership for municipal services","23","A.B.M. Ashraful Alam, Mohibbur Rahman",2018,"https://hdl.handle.net/2134/29593",""
"23, 1997 (Durban, South Africa)","9589910","Techniques in improving project sustainability","23","N.R. Davis, A.M. Ross",2018,"https://hdl.handle.net/2134/29597",""
"23, 1997 (Durban, South Africa)","9589934","West Timor rural water supply - ten years on","23","Euan R. Nichol",2018,"https://hdl.handle.net/2134/29594",""
"23, 1997 (Durban, South Africa)","9590069","Community management of rural water supply","23","Loveness Mpanje, Linda Milazi",2018,"https://hdl.handle.net/2134/29596",""
"23, 1997 (Durban, South Africa)","9590423","Study of water usage in rural areas","23","Sundaralingam S. Surendran, Sunidha Senarathne, Michael D. Smith",2018,"https://hdl.handle.net/2134/29571",""
"23, 1997 (Durban, South Africa)","9590510","Sustainability in operation and maintenance","23","Phillip Ravenscroft, Julia Cain",2018,"https://hdl.handle.net/2134/29552",""
"23, 1997 (Durban, South Africa)","9589772","Public/private partnership","23","T.L. Ramaema",2018,"https://hdl.handle.net/2134/29519",""
"23, 1997 (Durban, South Africa)","9590015","Appropriate infrastructure: No choice but change","23","D.W.J. Miles",2018,"https://hdl.handle.net/2134/29526",""
"23, 1997 (Durban, South Africa)","9590150","Development, operation and maintenance of RWS","23","Joseph S. Bockarie",2018,"https://hdl.handle.net/2134/29522",""
"23, 1997 (Durban, South Africa)","9589805","Drought relief in rural KwaZulu-Natal","23","S.W. Gillham",2018,"https://hdl.handle.net/2134/29497",""
"23, 1997 (Durban, South Africa)","9590006","Desludging services in Ivory Park","23","W.N. Rogers",2018,"https://hdl.handle.net/2134/29475",""
"23, 1997 (Durban, South Africa)","9589883","Sanitation promotion through mobile centres","23","Abu J. Shamsuddin",2018,"https://hdl.handle.net/2134/29455",""
"23, 1997 (Durban, South Africa)","9589769","Filtration with a natural coagulant","23","Reya S. Al-Khalili, John P. Sutherland, Geoff K. Folkard",2018,"https://hdl.handle.net/2134/29442",""
"23, 1997 (Durban, South Africa)","9590435","National epidemic diarrhoea task team initiative","23","Quentin Espey, Andrew Robinson, Nigel Rollins, Ian Bailey, Claire Jarmey-Swan, Lyn Archer",2018,"https://hdl.handle.net/2134/29449",""
"23, 1997 (Durban, South Africa)","9589874","Development facilitation for potable water","23","Baby Mogane-Ramahotswa, Bonile Jack",2018,"https://hdl.handle.net/2134/29409",""
"23, 1997 (Durban, South Africa)","9589916","Women's participation in water projects","23","Audrey Lubisi",2018,"https://hdl.handle.net/2134/29387",""
